,Buechberg,Crêtelongue,Davos,Ermensee,Gossau,Hasle,Kestenholz,Lamone,Maienfeld,Marthalen,Massongex,Niederbipp,Oberglatt,Oberwichtrach,Poschiavo,Samedan B,Schaffhausen,Sennwald,Soral,Trub,Utzenstorf,Visp,Volketswil,Vétroz,Wila,Wilchingen,Worben,Zürich
1990-02-11,4.4536905,9.939859,6.0586514,5.433681,4.133329,4.0156918,6.7784004,5.9836793,0.67520696,3.0423462,5.520922,7.020365,3.1262865,5.314742,3.0966227,5.3436403,6.240829,1.8624296,7.583956,4.657166,6.537008,2.0969727,3.5888891,8.81499,4.139286,4.9222884,8.564587,4.009167
1990-02-12,6.119496,6.662424,5.8326035,6.1807494,8.507012,0.8820389,8.650638,0.5200756,7.686108,7.266871,2.6754487,8.673792,8.361694,1.8655212,2.0627792,1.379883,8.117209,5.7573843,2.7899497,2.7921193,4.1448445,2.5797377,8.6027775,1.919672,9.752387,9.876834,5.0449815,6.7444625
1990-02-13,18.127865,55.14496,31.87003,18.858326,13.774366,21.338875,29.915598,10.42553,51.57686,25.927256,36.343864,33.345566,29.348505,23.13859,13.681505,20.570208,18.45271,30.441769,31.814947,39.827946,31.10596,32.282715,20.559412,41.01373,25.158735,35.657463,37.8402,21.717705
1990-02-14,29.898233,53.547993,60.88569,30.572952,26.64523,24.133457,43.394432,0.680487,83.57983,38.78093,38.803417,46.02674,49.962765,23.82331,5.4238734,17.472729,29.942554,43.572224,37.30673,50.297382,35.086674,43.794815,41.29267,55.733826,44.67803,44.62673,42.77868,45.32794
1990-02-15,9.271865,25.953083,30.629364,9.573569,13.872088,5.1745,11.335993,0.0022078876,26.36925,9.222963,13.102347,11.408801,9.205952,7.5306473,0.2541872,2.626801,11.271904,29.440443,4.087097,17.779163,9.2157135,8.702226,10.874435,19.396097,11.498026,9.231563,10.12652,10.351535
1990-02-16,0.97286505,19.230434,3.870284,6.170087,4.9474397,8.497639,4.596308,0.0,9.440756,0.9788798,17.050318,4.912687,2.6793294,6.711322,0.054593652,1.4932293,1.1538382,10.8509865,13.074034,12.616467,6.335854,21.13464,4.5388765,17.100424,5.884012,1.69724,7.354284,4.8553934
1990-02-17,0.2674458,0.0,0.0,0.3670092,1.4745338,0.32612994,0.21503279,0.0,0.026273923,0.687598,0.004002276,0.22947904,0.50681335,0.01676959,0.0,0.0,0.5607868,0.33401734,0.0,0.11433534,0.2463305,0.0,0.5183228,0.0,0.7573185,0.67229676,0.004094574,0.85610944
1990-02-18,0.027762406,0.0,0.0,0.0,0.0,0.0,0.0072874585,0.0,0.0,0.00353074,0.0,0.014681119,0.0,0.0,0.0,0.0,0.03427888,0.0,0.055082854,0.0,0.0,0.0,0.0,0.0,0.008359203,0.0,0.0,0.0
1990-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012622574,0.0,0.0,0.010767723,0.0,0.0,0.0,0.0,0.0,0.00016274629,0.0
1990-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
