,Crêtelongue,Davos,Ermensee,Hasle,Lamone,Maienfeld,Massongex,Oberwichtrach,Poschiavo,Schaffhausen,Sennwald,Visp,Vétroz,Zürich,Wila,Oberglatt,Worben,Utzenstorf,Marthalen
2013-02-24,483.068,1667.864,463.166,638.289,274.299,563.705,456.499,547.625,0.10500000000001819,383.102,419.378,665.457,483.068,412.284,523.938,0.412,433.99,458.65567708333333,0.179
2013-02-25,483.105,1667.858,463.151,638.267,274.316,563.936,456.77,547.607,0.10400000000004184,383.085,419.448,665.571,483.105,412.29,523.928,0.398,433.982,458.5966875,0.17370486111111108
2013-02-26,483.202,1667.859,463.136,638.255,274.312,563.815,456.84,547.577,0.10199999999997544,383.068,419.508,665.603,483.202,412.285,523.92,0.388,433.976,458.50280208333334,0.16943055555555556
2013-02-27,483.209,1667.86,463.122,638.266,274.302,563.803,456.817,547.625,0.10099999999999909,383.053,419.531,665.585,483.209,412.281,523.922,0.384,433.974,458.47198958333337,0.16703472222222224
2013-02-28,483.149,1667.854,463.109,638.263,274.301,563.786,456.723,547.565,0.09900000000004638,383.041,419.524,665.471,483.149,412.278,523.921,0.38,433.971,458.4718125,0.16617708333333334
2013-03-01,483.072,1667.85,463.096,638.267,274.298,563.738,456.71,547.571,0.09900000000004638,383.031,419.497,665.511,483.072,412.278,523.916,0.375,433.968,458.4710824742268,0.1653125
2013-03-02,482.9,1667.849,463.084,638.278,274.294,563.715,456.436,547.576,0.09699999999997999,383.019,419.344,665.463,482.9,412.276,523.913,0.366,433.964,458.4739583333333,0.1622326388888889
2013-03-03,482.823,1667.848,463.073,638.276,274.296,563.482,456.156,547.582,0.09900000000004638,383.004,419.249,665.47,482.823,412.277,523.91,0.359,433.96,458.4755,0.16044444444444445
2013-03-04,482.857,1667.846,463.061,638.311,274.297,563.74,456.387,547.608,0.10500000000001819,382.993,419.334,665.497,482.857,412.277,523.922,0.358,433.956,458.4711041666667,0.15761111111111112
2013-03-05,482.906,1667.843,463.051,638.344,274.297,563.693,456.344,547.603,0.10400000000004184,382.978,419.367,665.559,482.906,412.279,523.969,0.36,433.954,458.47015625,0.1550798611111111
2013-03-06,482.853,1667.848,463.041,638.357,274.33,563.686,456.338,547.601,0.10199999999997544,382.966,419.299,665.492,482.853,412.303,524.113,0.366,433.952,458.4744166666667,0.15358333333333332
2013-03-07,482.893,1667.852,463.035,638.427,274.358,563.57,456.192,547.633,0.10400000000004184,382.962,419.391,665.502,482.893,412.386,524.391,0.374,433.948,458.48172916666664,0.15055208333333334
2013-03-08,482.888,1667.85,463.032,638.501,274.368,563.566,456.136,547.69,0.10199999999997544,382.96,419.368,665.517,482.888,412.428,524.486,0.387,433.948,458.4729375,0.14769097222222222
2013-03-09,482.827,1667.85,463.032,638.605,274.356,563.618,455.938,547.796,0.09799999999995634,382.968,419.494,665.489,482.827,412.52,524.568,0.388,433.945,458.4721145833334,0.14613194444444444
2013-03-10,482.802,1667.846,463.026,638.557,274.343,563.635,455.863,547.837,0.09600000000000364,382.988,419.428,665.483,482.802,412.47,524.447,0.379,433.942,458.47352083333334,0.14454166666666668
2013-03-11,482.868,1667.842,463.019,638.593,274.342,563.718,456.061,547.841,0.09600000000000364,383.01,419.563,665.523,482.868,412.471,524.376,0.381,433.941,458.47371875,0.14756249999999999
2013-03-12,482.879,1667.841,463.012,638.542,274.366,563.84,456.244,547.844,0.09500000000002728,383.023,419.639,665.505,482.879,412.444,524.278,0.378,433.938,458.4750729166667,0.14382206405693948
2013-03-13,482.884,1667.839,463.005,638.504,274.347,563.919,456.362,547.847,0.09400000000005093,383.036,419.661,665.509,482.884,412.426,524.204,0.38,433.933,458.47676041666665,0.15019097222222222
2013-03-14,482.892,1667.833,462.999,638.453,274.339,563.796,456.345,547.851,0.09000000000003183,383.055,419.507,665.514,482.892,412.359,524.116,0.384,433.93,458.47235416666666,0.14778125
2013-03-15,482.892,1667.83,462.995,638.42,274.329,563.784,456.303,547.851,0.08299999999996999,383.053,419.421,665.502,482.892,412.325,524.067,0.381,433.927,458.47156249999995,0.14318055555555553
2013-03-16,482.818,1667.85,462.988,638.39,274.324,563.554,456.031,547.852,0.09000000000003183,383.05,419.262,665.49,482.818,412.306,524.029,0.371,433.926,458.54105208333334,0.1368125
2013-03-17,482.783,1667.84,462.982,638.388,274.343,563.546,455.919,547.85,0.08000000000004093,383.035,419.162,665.467,482.783,412.305,524.029,0.362,433.928,458.64686458333335,0.1370277777777778
2013-03-18,482.824,1667.842,462.979,638.391,274.37,563.786,456.229,547.852,0.09000000000003183,383.022,419.371,665.527,482.824,412.303,524.041,0.364,433.968,458.6526979166667,0.14232291666666666
2013-03-19,482.865,1667.84,462.98,638.392,274.361,563.617,456.144,547.854,0.09400000000005093,383.005,419.414,665.499,482.865,412.312,524.064,0.37,433.98,458.6641145833333,0.15531944444444445
2013-03-20,482.84,1667.837,462.976,638.388,274.353,563.611,456.202,547.852,0.09199999999998454,383.003,419.336,665.497,482.84,412.306,524.045,0.364,433.965,458.651,0.14793402777777775
2013-03-21,482.85,1667.836,462.971,638.39,274.343,563.705,456.235,547.851,0.09199999999998454,382.994,419.429,665.494,482.85,412.302,524.032,0.362,433.952,458.65558333333337,0.14965277777777777
2013-03-22,482.836,1667.838,462.964,638.403,274.342,563.631,456.112,547.849,0.09299999999996089,382.998,419.399,665.493,482.836,412.298,524.012,0.355,433.946,458.6530833333333,0.1555659722222222
2013-03-23,482.793,1667.838,462.957,638.44,274.342,563.489,455.929,547.848,0.09400000000005093,382.986,419.174,665.472,482.793,412.325,524.011,0.35,433.94,458.65077083333335,0.14955208333333334
2013-03-24,482.77,1667.838,462.95,638.445,274.4,563.633,455.868,547.844,0.09600000000000364,382.976,419.215,665.472,482.77,412.347,523.999,0.342,433.933,458.6554791666667,0.14454166666666668
2013-03-25,482.823,1667.837,462.944,638.419,274.421,563.824,456.109,547.785,0.09600000000000364,382.959,419.413,665.506,482.823,412.302,523.971,0.34,433.931,458.6531458333333,0.14394444444444443
2013-03-26,482.878,1667.837,462.941,638.4,274.395,563.696,456.163,547.744,0.09400000000005093,382.953,419.399,665.507,482.878,412.289,523.957,0.348,433.928,458.64947916666665,0.14422569444444444
2013-03-27,482.863,1667.837,462.936,638.383,274.381,563.703,456.141,547.727,0.09400000000005093,382.948,419.384,665.53,482.863,412.284,523.944,0.342,433.923,458.6453125,0.14018750000000002
2013-03-28,482.973,1667.836,462.938,638.436,274.387,563.884,456.243,547.781,0.09900000000004638,382.945,419.484,665.558,482.973,412.302,524.001,0.401,433.944,458.6655104166667,0.1653125
2013-03-29,482.852,1667.837,462.969,638.526,274.377,563.672,456.028,547.978,0.10400000000004184,382.945,419.448,665.479,482.852,412.407,524.194,0.446,433.974,458.6491458333333,0.1779548611111111
2013-03-30,482.797,1667.838,463.007,638.567,274.406,563.607,455.935,548.051,0.1069999999999709,382.964,419.319,665.483,482.797,412.397,524.247,0.496,434.097,458.6618854166666,0.19768402777777777
2013-03-31,482.746,1667.836,463.064,638.57,274.386,563.543,455.786,548.019,0.1029999999999518,382.981,419.325,665.487,482.746,412.434,524.315,0.497,434.099,458.65371875,0.20327083333333335
2013-04-01,482.754,1667.827,463.09,638.49,274.378,563.59,455.756,547.997,0.10099999999999909,382.996,419.29,665.473,482.754,412.37,524.202,0.463,434.038,458.6501237113402,0.19876041666666666
2013-04-02,482.835,1667.837,463.1,638.477,274.373,563.581,455.768,547.914,0.1029999999999518,382.993,419.32,665.516,482.835,412.353,524.145,0.447,434.004,458.6540729166666,0.18677083333333333
2013-04-03,482.837,1667.84,463.101,638.472,274.37,563.566,455.803,547.913,0.10199999999997544,382.982,419.395,665.507,482.837,412.33,524.089,0.442,433.985,458.65384375,0.17623611111111112
2013-04-04,482.798,1667.841,463.098,638.457,274.372,563.569,455.781,547.879,0.09799999999995634,382.977,419.439,665.522,482.798,412.316,524.057,0.433,433.973,458.65378125,0.16817708333333334
2013-04-05,482.906,1667.842,463.092,638.457,274.383,563.809,455.88,547.846,0.09900000000004638,382.97,419.558,665.598,482.906,412.337,524.055,0.422,433.962,458.6517604166667,0.16146875
2013-04-06,482.789,1667.842,463.084,638.467,274.37,563.615,455.846,547.827,0.09699999999997999,382.968,419.351,665.495,482.789,412.316,524.022,0.407,433.951,458.6537916666667,0.15560416666666665
2013-04-07,482.766,1667.841,463.075,638.455,274.397,563.542,455.765,547.828,0.09799999999995634,382.964,419.163,665.498,482.766,412.312,524.005,0.392,433.945,458.64953125000005,0.15107638888888889
2013-04-08,482.885,1667.839,463.066,638.448,274.395,563.531,455.837,547.829,0.09900000000004638,382.954,419.26,665.548,482.885,412.305,524.008,0.392,433.942,458.6565625,0.15155555555555555
2013-04-09,482.956,1667.84,463.063,638.471,274.38,563.494,455.915,547.923,0.09900000000004638,382.944,419.349,665.532,482.956,412.354,524.095,0.401,433.977,458.6566770833333,0.18118402777777776
2013-04-10,482.93,1667.84,463.058,638.515,274.371,563.538,455.909,547.94,0.09900000000004638,382.933,419.382,665.534,482.93,412.366,524.13,0.389,434.025,458.65574999999995,0.18303125
2013-04-11,482.905,1667.854,463.054,638.696,274.376,563.441,455.867,548.019,0.09799999999995634,382.938,419.323,665.543,482.905,412.482,524.253,0.427,434.09,458.65958333333333,0.20083333333333334
2013-04-12,482.987,1667.884,463.062,638.821,274.455,563.607,455.945,548.473,0.10799999999994725,382.951,419.441,665.566,482.987,412.594,524.384,0.487,434.501,458.66183333333333,0.25490972222222225
2013-04-13,482.976,1667.883,463.061,638.7,274.41,563.687,455.94,548.607,0.10199999999997544,382.963,419.455,665.567,482.976,412.573,524.281,0.415,434.14,458.6529791666667,0.21739236111111113
2013-04-14,482.954,1667.919,463.055,638.665,274.401,563.616,455.932,548.536,0.10199999999997544,382.98,419.423,665.596,482.954,412.474,524.199,0.389,434.064,458.6557083333333,0.19816666666666669
2013-04-15,483.096,1668.018,463.047,638.698,274.406,563.893,456.06,548.659,0.10500000000001819,382.987,419.683,665.673,483.096,412.493,524.169,0.38,434.028,458.65739583333334,0.1832857142857143
2013-04-16,483.319,1668.119,463.038,638.701,274.416,564.211,456.319,548.894,0.1069999999999709,382.998,419.995,665.755,483.319,412.498,524.126,0.375,434.004,458.66091666666665,0.1742673611111111
2013-04-17,483.443,1668.209,463.029,638.695,274.422,,456.525,549.15,0.11099999999999,383.025,420.146,665.804,483.443,412.482,524.077,0.366,433.988,458.65922916666665,0.1636388888888889
2013-04-18,483.546,1668.267,463.019,638.677,274.427,564.564,456.604,549.42,0.11300000000005639,383.052,420.312,665.841,483.546,412.462,524.037,0.361,433.979,458.6574375,0.16377083333333334
2013-04-19,483.708,1668.263,463.044,638.841,274.485,564.741,456.78,549.702,0.12599999999997635,383.134,420.429,665.922,483.708,412.527,524.205,0.589,434.06,458.67142708333336,0.3024027777777778
2013-04-20,483.536,1668.212,463.153,638.693,274.919,564.513,456.65,549.698,0.1710000000000491,383.294,420.296,665.814,483.536,412.614,524.504,0.963,434.187,458.6740208333333,0.4849583333333334
2013-04-21,483.359,1668.18,463.242,638.654,274.787,564.305,456.395,549.302,0.15599999999994907,383.319,420.013,665.779,483.359,412.613,524.604,0.742,434.093,458.6701145833333,0.34692361111111114
2013-04-22,483.451,1668.165,463.273,638.607,274.671,564.552,456.501,549.082,0.15599999999994907,383.344,420.158,665.782,483.451,412.573,524.489,0.625,434.047,458.6714479166667,0.2859097222222222
2013-04-23,483.491,1668.17,463.278,638.555,274.611,564.499,456.517,549.017,0.1610000000000582,383.356,420.097,665.845,483.491,412.487,524.323,0.58,434.019,458.6670833333333,0.2712638888888889
2013-04-24,483.488,1668.223,463.274,638.558,274.581,564.6,456.519,548.908,0.16700000000003,383.364,420.251,665.83,483.488,412.453,524.201,0.559,434.002,458.66403125000005,0.24735069444444444
2013-04-25,483.505,1668.261,463.264,638.575,274.55,564.649,456.545,549.054,0.17300000000000182,383.375,420.337,665.831,483.505,412.442,524.125,0.542,433.991,458.66540625,0.22981250000000003
2013-04-26,483.585,1668.343,463.253,638.607,274.551,564.782,456.671,549.271,0.17899999999997362,383.387,420.401,665.867,483.585,412.431,524.073,0.536,433.987,458.66134375,0.21847569444444445
2013-04-27,483.691,1668.425,463.246,638.612,274.639,565.003,456.739,549.463,0.19200000000000728,383.406,420.6,666.033,483.691,412.427,524.045,0.529,433.993,458.664375,0.22795833333333335
2013-04-28,483.972,1668.419,463.242,638.553,274.785,565.062,457.056,549.375,0.19500000000005002,383.435,420.653,666.075,483.972,412.427,524.027,0.518,433.984,458.6646666666666,0.19972222222222225
2013-04-29,483.9,1668.453,463.229,638.484,275.153,565.212,456.966,549.173,0.22299999999995634,383.459,420.684,666.081,483.9,412.371,523.992,0.481,433.976,458.66510416666665,0.19203472222222223
2013-04-30,484.057,1668.488,463.216,638.513,274.938,565.499,457.117,549.187,0.2319999999999709,383.478,420.873,666.173,484.057,412.367,523.972,0.464,433.972,458.6608645833333,0.19074305555555554
2013-05-01,484.114,1668.515,463.203,638.548,274.797,565.627,457.247,549.414,0.2319999999999709,383.502,421.1,666.282,484.114,412.381,523.961,0.442,433.966,458.6638453608247,0.18257291666666664
2013-05-02,484.298,1668.526,463.191,638.615,274.734,565.761,457.45,549.639,0.23500000000001364,383.558,421.322,666.277,484.298,412.419,524.046,0.613,433.967,458.66658333333334,0.18554513888888888
2013-05-03,484.215,1668.499,463.178,638.604,274.675,565.56,457.407,549.678,0.23699999999996635,383.605,421.276,666.214,484.215,412.629,524.544,1.009,433.972,458.67622916666664,0.18561805555555555
2013-05-04,483.987,1668.462,463.166,638.552,274.627,565.26,457.094,549.658,0.2380000000000564,383.638,420.943,666.075,483.987,412.484,524.22,0.716,433.968,458.67788541666664,0.1769722222222222
2013-05-05,483.829,1668.442,463.149,638.477,274.587,565.117,456.847,549.58,0.2419999999999618,383.676,420.709,666.036,483.829,412.385,524.103,0.666,433.963,458.67308333333335,0.17027083333333334
2013-05-06,483.915,1668.453,463.133,638.467,274.574,565.132,457.01,549.407,0.2459999999999809,383.689,420.744,666.077,483.915,412.373,524.11,0.645,433.96,458.67115624999997,0.1737152777777778
2013-05-07,483.979,1668.484,463.118,638.46,274.559,565.175,457.04,549.234,0.25,383.697,420.884,666.191,483.979,412.414,524.276,0.703,433.957,458.66875,0.16415972222222222
2013-05-08,483.94,1668.488,463.103,638.432,274.537,565.208,457.043,549.243,0.2519999999999527,383.713,420.894,666.09,483.94,412.363,524.121,0.717,433.955,458.6718333333333,0.15623958333333332
2013-05-09,483.925,1668.473,463.091,638.457,274.514,565.157,457.014,549.353,0.25300000000004275,383.721,420.795,666.101,483.925,412.353,524.07,0.737,433.956,458.6724791666666,0.15879166666666666
2013-05-10,484.255,1668.486,463.124,638.792,274.559,565.271,457.408,549.635,0.25699999999994816,383.758,420.941,666.254,484.255,412.623,524.471,1.119,434.059,458.67344791666665,0.2285208333333333
2013-05-11,484.24,1668.451,463.146,638.583,274.511,565.215,457.41,549.696,0.25699999999994816,383.782,420.989,666.16,484.24,412.55,524.368,0.912,434.01,458.6747083333333,0.17866666666666664
2013-05-12,483.984,1668.418,463.146,638.522,274.491,565.052,457.103,549.496,0.2559999999999718,383.804,420.693,666.068,483.984,412.527,524.355,0.868,433.997,458.67217708333334,0.16442361111111112
2013-05-13,483.914,1668.382,463.141,638.469,274.473,564.885,457.005,549.281,0.25499999999999545,383.823,420.556,666.031,483.914,412.512,524.286,0.847,433.992,458.67451041666664,0.15612499999999999
2013-05-14,483.86,1668.363,463.13,638.445,274.472,564.822,456.98,549.089,0.2559999999999718,383.826,420.461,666.089,483.86,412.408,524.167,0.83,433.988,458.6755729166667,0.15344444444444444
2013-05-15,483.918,1668.359,463.118,638.44,274.508,564.82,457.01,549.063,0.2559999999999718,383.818,420.415,666.116,483.918,412.37,524.095,0.82,433.982,458.67243750000006,0.15293055555555554
2013-05-16,484.059,1668.38,463.104,638.404,274.723,564.901,457.155,549.073,0.26700000000005275,383.806,420.504,666.268,484.059,412.342,524.049,0.815,433.979,458.6729375,0.150595818815331
2013-05-17,484.241,1668.406,463.093,638.437,274.895,565.112,457.428,549.159,0.2799999999999727,383.797,420.619,666.346,484.241,412.345,524.037,0.825,433.974,458.6729479166667,0.1521875
2013-05-18,483.924,1668.373,463.078,638.42,274.756,564.928,457.074,549.206,0.27700000000004366,383.799,420.532,666.14,483.924,412.34,523.999,0.778,433.965,458.67256249999997,0.14059375
2013-05-19,484.012,1668.4,463.062,638.448,274.931,564.869,457.108,549.166,0.28899999999998727,383.783,420.441,666.131,484.012,412.326,523.979,0.751,433.967,458.6689375,0.13761111111111113
2013-05-20,483.879,1668.368,463.047,638.416,274.851,564.716,456.915,549.137,0.29100000000005366,383.767,420.365,666.033,483.879,412.326,523.961,0.719,433.964,458.6696145833334,0.1326423611111111
2013-05-21,483.949,1668.336,463.037,638.375,274.879,564.839,457.142,548.979,0.2899999999999636,383.758,420.38,666.087,483.949,412.33,523.973,0.737,433.97,458.67376041666665,0.13679513888888892
2013-05-22,483.795,1668.314,463.039,638.605,274.781,564.643,456.889,548.962,0.28899999999998727,383.753,420.348,665.956,483.795,412.571,524.273,0.802,433.97,458.6690833333334,0.15045486111111112
2013-05-23,483.664,1668.296,463.034,638.584,274.705,564.645,456.785,549.099,0.28899999999998727,383.767,420.239,665.934,483.664,412.667,524.351,0.774,433.959,458.6666041666667,0.13931944444444444
2013-05-24,483.657,1668.283,463.027,638.476,274.654,564.556,456.765,548.996,0.2880000000000109,383.771,420.277,665.916,483.657,412.522,524.206,0.762,433.957,458.6705,0.14477777777777778
2013-05-25,483.599,1668.263,463.021,638.444,274.613,564.263,456.541,548.882,0.2860000000000582,383.762,419.985,665.879,483.599,412.449,524.153,0.738,433.959,458.66932291666666,0.13996180555555557
2013-05-26,483.535,1668.251,463.019,638.473,274.575,564.17,456.438,548.781,0.2839999999999918,383.725,419.927,665.857,483.535,412.449,524.124,0.699,433.958,458.66959375000005,0.14029166666666668
2013-05-27,483.568,1668.243,463.013,638.431,274.548,564.317,456.642,548.676,0.28300000000001546,383.731,420.004,665.872,483.568,412.434,524.27,0.73,433.954,458.6670520833334,0.14454513888888887
2013-05-28,483.54,1668.236,463.006,638.481,274.536,564.389,456.616,548.665,0.2820000000000391,383.735,420.084,665.854,483.54,412.409,524.149,0.757,433.952,458.67318750000004,0.15997916666666667
2013-05-29,483.692,1668.248,463.019,638.835,274.656,564.358,456.883,549.046,0.2820000000000391,383.728,420.167,665.912,483.692,412.539,524.338,0.947,434.049,458.6717604166667,0.18256250000000002
2013-05-30,483.562,1668.247,463.024,638.672,274.563,564.404,456.615,549.421,0.27899999999999636,383.733,420.097,665.886,483.562,412.485,524.246,0.884,434.003,458.6671979166667,0.16095486111111112
2013-05-31,483.546,1668.249,463.051,638.866,274.537,564.306,456.566,549.685,0.2759999999999536,383.739,420.198,665.89,483.546,412.878,524.687,1.415,434.034,458.67434375,0.30578125
2013-06-01,483.574,1668.281,463.264,,274.514,564.827,456.558,549.884,0.27300000000002456,383.864,421.372,665.908,483.574,413.439,525.353,1.956,434.206,458.69182474226807,0.4515972222222222
2013-06-02,483.653,1668.336,463.402,639.094,274.496,564.838,456.603,550.231,0.26900000000000546,384.103,422.003,665.972,483.653,413.262,524.88,1.649,434.082,458.5452708333333,0.36172569444444447
2013-06-03,483.764,1668.318,463.416,,274.481,564.704,456.736,550.39,0.2659999999999627,384.327,421.117,665.987,483.764,412.764,524.576,1.545,434.025,458.59275,0.28952430555555553
2013-06-04,483.821,1668.349,463.406,638.593,274.465,564.58,456.817,550.095,0.26499999999998636,384.385,420.703,666.056,483.821,412.467,524.407,1.472,434.0,458.68202083333335,0.25840625
2013-06-05,483.851,1668.409,463.389,638.54,274.456,564.694,456.881,549.783,0.26499999999998636,384.381,420.643,666.082,483.851,412.406,524.286,1.403,433.981,458.68421874999996,0.23144444444444445
2013-06-06,483.937,1668.463,463.368,638.494,274.454,564.784,456.958,549.578,0.26400000000001,384.365,420.702,666.183,483.937,412.369,524.192,1.346,433.967,458.67998958333334,0.2105798611111111
2013-06-07,484.247,1668.477,463.347,638.455,274.442,564.832,457.264,549.605,0.26400000000001,384.347,420.705,666.425,484.247,412.335,524.127,1.297,433.957,458.6852083333333,0.19722916666666668
2013-06-08,484.346,1668.487,463.325,638.449,274.435,564.839,457.433,549.572,0.2620000000000573,384.324,420.654,666.379,484.346,412.318,524.074,1.254,433.952,458.68448958333335,0.1872951388888889
2013-06-09,484.231,1668.495,463.304,638.464,274.489,564.944,457.301,549.409,0.26300000000003365,384.294,420.672,666.368,484.231,412.312,524.046,1.217,433.96,458.6816875,0.17888541666666666
2013-06-10,484.268,1668.486,463.336,638.711,274.511,565.15,457.425,549.429,0.26099999999996726,384.303,420.988,666.276,484.268,412.54,524.675,1.591,434.07,458.68219791666667,0.1898736842105263
2013-06-11,484.149,1668.458,463.337,638.663,274.445,565.051,457.25,549.454,0.2599999999999909,384.383,421.114,666.191,484.149,412.443,524.571,1.358,434.015,458.68232291666664,0.18864930555555554
2013-06-12,484.182,1668.461,463.325,638.502,274.427,564.992,457.269,549.404,0.25900000000001455,384.467,420.806,666.198,484.182,412.362,524.386,1.294,433.982,458.68246875,0.19256597222222224
2013-06-13,484.232,1668.496,463.306,638.447,274.414,565.018,457.337,549.315,0.2580000000000382,384.47,420.758,666.197,484.232,412.322,524.246,1.244,433.969,458.6856666666667,0.17432986111111112
2013-06-14,484.641,1668.566,463.293,638.466,274.407,565.227,457.813,549.537,0.25900000000001455,384.458,420.933,666.426,484.641,412.331,524.196,1.239,433.973,458.67901041666664,0.16888194444444443
2013-06-15,484.895,1668.623,463.275,638.418,274.398,565.48,458.102,549.741,0.2599999999999909,384.444,421.035,666.607,484.895,412.316,524.166,1.186,433.968,458.67741666666666,0.15727777777777777
2013-06-16,484.837,1668.642,463.258,638.39,274.39,565.623,458.07,549.813,0.26099999999996726,384.431,421.158,666.581,484.837,412.325,524.121,1.154,433.964,458.6761354166667,0.1510798611111111
2013-06-17,485.243,1668.687,463.241,638.365,274.385,565.748,458.464,549.819,0.2620000000000573,384.417,421.367,666.956,485.243,412.314,524.048,1.114,433.96,458.67611458333334,0.1414236111111111
2013-06-18,485.495,1668.716,463.219,638.347,274.379,565.879,458.887,549.841,0.2620000000000573,384.406,421.539,667.083,485.495,412.311,523.998,1.064,433.957,458.67495833333334,0.13713194444444443
2013-06-19,485.538,1668.738,463.195,638.325,274.389,565.94,458.901,549.956,0.25900000000001455,384.407,421.557,667.082,485.538,412.31,523.979,1.038,433.956,458.6795104166667,0.13160069444444444
2013-06-20,485.588,1668.737,463.173,638.324,274.393,565.995,458.972,550.085,0.21699999999998454,384.4,421.635,667.155,485.588,412.311,523.949,0.991,433.964,458.67907291666666,0.12979166666666667
2013-06-21,485.603,1668.723,463.157,638.315,274.382,565.971,458.973,550.117,0.19200000000000728,384.397,421.567,667.146,485.603,412.318,523.938,0.97,433.955,458.67592708333336,0.1267951388888889
2013-06-22,485.236,1668.64,463.158,638.416,274.368,565.559,458.44,550.127,0.19200000000000728,384.398,421.174,666.976,485.236,412.321,523.947,0.953,433.95,458.681125,0.13875347222222223
2013-06-23,484.838,1668.637,463.14,638.328,274.421,565.328,457.963,549.979,0.19200000000000728,384.372,420.868,666.66,484.838,412.307,523.928,0.817,433.95,458.67650000000003,0.12479861111111111
2013-06-24,484.731,1668.62,463.128,638.48,274.428,565.42,457.826,549.823,0.21000000000003638,384.354,421.097,666.628,484.731,412.329,523.95,0.802,433.954,458.67121875,0.17242361111111112
2013-06-25,484.453,1668.535,463.127,638.523,274.388,565.185,457.494,549.625,0.21100000000001273,384.345,420.834,666.363,484.453,412.458,524.022,0.73,433.954,458.67281249999996,0.1738090277777778
2013-06-26,484.221,1668.489,463.115,638.398,274.376,565.132,457.226,549.398,0.20899999999994634,384.354,420.749,666.27,484.221,412.429,523.974,0.69,433.954,458.67390625,0.15216666666666667
2013-06-27,484.167,1668.458,463.1,638.347,274.382,565.008,457.115,549.193,0.20600000000001728,384.337,420.614,666.302,484.167,412.338,523.935,0.644,433.953,458.67886458333334,0.1433888888888889
2013-06-28,484.011,1668.434,463.086,638.323,274.364,564.69,456.97,549.002,0.20199999999999818,384.312,420.353,666.182,484.011,412.312,523.92,0.591,433.947,458.6840833333333,0.1418125
2013-06-29,483.853,1668.431,463.071,638.377,274.353,564.6,456.767,548.939,0.19600000000002638,384.274,420.298,666.054,483.853,412.321,524.026,0.644,433.96,458.68336458333334,0.1663541666666667
2013-06-30,483.802,1668.419,463.059,638.41,274.343,564.513,456.737,549.025,0.18799999999998818,384.255,420.461,666.023,483.802,412.493,524.402,0.702,433.945,458.66959375000005,0.1697951388888889
2013-07-01,484.039,1668.412,463.045,638.323,274.338,564.639,456.922,548.864,0.18200000000001637,384.244,420.352,666.319,484.039,412.367,524.097,0.555,433.938,458.67389690721654,0.14658333333333334
2013-07-02,484.209,1668.433,463.035,638.301,274.332,564.864,457.189,548.866,0.17899999999997362,384.212,420.397,666.356,484.209,412.309,523.994,0.545,433.942,458.67427083333337,0.13704861111111113
2013-07-03,484.404,1668.467,463.046,638.431,274.339,564.883,457.445,549.075,0.17700000000002092,384.187,420.494,666.459,484.404,412.385,524.134,0.753,433.973,458.68546875,0.18690625
2013-07-04,484.559,1668.497,463.078,638.547,274.331,564.934,457.602,549.327,0.1710000000000491,384.168,420.62,666.626,484.559,412.658,524.345,0.712,433.975,458.67541666666665,0.17511805555555554
2013-07-05,484.629,1668.509,463.076,638.395,274.319,564.92,457.664,549.397,0.16700000000003,384.151,420.517,666.681,484.629,412.42,524.168,0.596,433.961,458.67995833333333,0.15322569444444445
2013-07-06,484.618,1668.516,463.068,638.328,274.31,564.879,457.642,549.374,0.16300000000001091,384.127,420.422,666.654,484.618,412.343,524.052,0.55,433.964,458.67885416666667,0.1416875
2013-07-07,484.587,1668.529,463.057,638.289,274.307,564.827,457.599,549.302,0.16600000000005366,384.097,420.28,666.606,484.587,412.315,523.988,0.507,433.967,458.6667916666667,0.13248958333333336
2013-07-08,484.763,1668.536,463.044,638.268,274.342,564.996,457.791,549.186,0.1710000000000491,384.06,420.52,666.786,484.763,412.31,523.946,0.478,433.968,458.6631145833333,0.1254201388888889
2013-07-09,484.786,1668.521,463.031,638.255,274.316,565.084,457.854,549.272,0.17200000000002547,384.025,420.549,666.772,484.786,412.306,523.914,0.453,433.967,458.6622916666667,0.12129861111111111
2013-07-10,484.71,1668.526,463.019,638.237,274.383,565.035,457.764,549.343,0.16999999999995907,383.997,420.519,666.698,484.71,412.32,523.893,0.459,433.963,458.66295833333334,0.12148611111111111
2013-07-11,484.765,1668.515,463.005,638.21,274.32,564.985,457.804,549.316,0.16399999999998727,383.972,420.477,666.781,484.765,412.305,523.878,0.414,433.96,458.6591979166667,0.11655208333333333
2013-07-12,484.761,1668.493,462.991,638.18,274.314,564.938,457.788,549.196,0.16399999999998727,383.94,420.387,666.78,484.761,412.302,523.868,0.398,433.962,458.65917708333336,0.11132291666666666
2013-07-13,484.635,1668.471,462.979,638.163,274.324,564.827,457.657,549.158,0.16200000000003456,383.906,420.242,666.639,484.635,412.301,523.861,0.382,433.964,458.6605,0.11017361111111111
2013-07-14,484.475,1668.463,462.967,638.148,274.298,564.695,457.469,549.117,0.15899999999999181,383.87,420.199,666.505,484.475,412.3,523.856,0.366,433.96,458.65735416666666,0.10617361111111111
2013-07-15,484.668,1668.463,462.955,638.138,274.296,564.778,457.662,549.037,0.1570000000000391,383.833,420.211,666.697,484.668,412.298,523.851,0.357,433.956,458.66178125000005,0.10437847222222223
2013-07-16,484.661,1668.455,462.943,638.128,274.29,564.703,457.816,548.949,0.15599999999994907,383.797,420.204,666.665,484.661,412.297,523.845,0.341,433.95,458.66172916666665,0.1080625
